time,Prx,Pry,Prz,Vrx,Vry,Vrz,Yawr,vYawr,Pcx,Pcy,Pcz,Vcx,Vcy,Vcz,Pbx,Pby,Pbz,Vbx,Vby,Vbz,Pf0rx,Pf1rx,Pf2rx,Pf3rx,Pf0cx,Pf1cx,Pf2cx,Pf3cx,Pf0ry,Pf1ry,Pf2ry,Pf3ry,Pf0cy,Pf1cy,Pf2cy,Pf3cy,ux,uy
1.150000,0.000091,-0.146778,0.593700,-0.000315,-0.999997,0.000000,-1.571111,0.000000,0.000098,-0.040899,0.592606,-0.000981,-0.562701,-0.007892,0.001776,-0.009547,0.612435,-0.042286,-0.219682,-0.032886,0.401545,0.401545,-0.395455,-0.395455,0.393929,0.396705,-0.389529,-0.398759,0.234832,-0.234832,0.234832,-0.234832,0.230994,-0.244748,0.235067,-0.240871,0.580167,0.232395
1.162000,0.000088,-0.158778,0.593700,-0.000315,-0.999999,0.000000,-1.571111,0.000000,0.000086,-0.047939,0.592562,-0.000882,-0.610701,-0.000802,0.001177,-0.012470,0.611997,-0.047990,-0.278699,-0.032914,0.401545,0.401545,-0.395455,-0.395455,0.394526,0.394571,-0.390237,-0.398502,0.234832,-0.234832,0.234832,-0.234832,0.233324,-0.242444,0.237129,-0.238806,0.579776,0.231654
1.172000,0.000085,-0.168778,0.593700,-0.000315,-0.999999,0.000000,-1.571111,0.000000,0.000078,-0.054246,0.592564,-0.000766,-0.650701,0.000882,0.000673,-0.016122,0.611663,-0.047029,-0.361174,-0.035745,0.401545,0.401545,-0.395455,-0.395455,0.393199,0.392150,-0.392507,-0.399102,0.234832,-0.234832,0.234832,-0.234832,0.234855,-0.240924,0.238431,-0.237452,0.577544,0.231070
1.182000,0.000081,-0.178778,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,0.000071,-0.060953,0.592576,-0.000658,-0.690701,0.001336,0.000172,-0.019798,0.611271,-0.043572,-0.406577,-0.041446,0.401545,0.401545,-0.395455,-0.395455,0.390675,0.389166,-0.395451,-0.400125,0.234832,-0.234832,0.234832,-0.234832,0.236042,-0.239741,0.239471,-0.236411,0.574083,0.230551
1.192000,0.000078,-0.188778,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,0.000065,-0.068060,0.592590,-0.000571,-0.730701,0.001441,-0.000331,-0.023833,0.610862,-0.039927,-0.448870,-0.039028,0.401545,0.401545,-0.395455,-0.395455,0.387283,0.385647,-0.398102,-0.401719,0.234832,-0.234832,0.234832,-0.234832,0.236845,-0.238938,0.240159,-0.235723,0.569468,0.230083
1.202000,0.000075,-0.198778,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,0.000060,-0.075567,0.592604,-0.000497,-0.770701,0.001453,-0.000756,-0.028324,0.610519,-0.034121,-0.492591,-0.032948,0.401545,0.401545,-0.395455,-0.395455,0.383263,0.381617,-0.400854,-0.403878,0.234832,-0.234832,0.234832,-0.234832,0.237432,-0.238350,0.240631,-0.235254,0.563904,0.229761
1.212000,0.000072,-0.208778,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,0.000055,-0.083474,0.592619,-0.000442,-0.810701,0.001441,-0.000964,-0.033343,0.610223,-0.012813,-0.517315,-0.047192,0.401545,0.401545,-0.395455,-0.395455,0.378875,0.377818,-0.403509,-0.406565,0.234832,-0.234832,0.234832,-0.234832,0.238003,-0.237795,0.241095,-0.234752,0.557885,0.229754
1.222000,0.000069,-0.218778,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,0.000051,-0.091781,0.592633,-0.000408,-0.850701,0.001424,-0.001068,-0.038551,0.609625,0.004068,-0.545411,-0.080165,0.401545,0.401545,-0.395455,-0.395455,0.374625,0.375408,-0.405445,-0.409529,0.234832,-0.234832,0.234832,-0.234832,0.238481,-0.237501,0.241279,-0.234264,0.554001,0.230220
1.232000,0.000066,-0.228778,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,0.000047,-0.100488,0.592647,-0.000385,-0.890701,0.001406,-0.000970,-0.044127,0.608665,0.025100,-0.581454,-0.112772,0.401545,0.401545,-0.395455,-0.395455,0.370356,0.374030,-0.406981,-0.412826,0.234832,-0.234832,0.234832,-0.234832,0.238861,-0.237359,0.241366,-0.233833,0.552813,0.231787
1.242000,0.000063,-0.238778,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,0.000043,-0.109595,0.592661,-0.000362,-0.930701,0.001387,-0.000682,-0.050106,0.607305,0.044653,-0.622778,-0.139419,0.401545,0.401545,-0.395455,-0.395455,0.365957,0.373530,-0.408080,-0.416744,0.234832,-0.234832,0.234832,-0.234832,0.239126,-0.237208,0.241465,-0.233506,0.555430,0.234910
1.252000,0.000059,-0.248778,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,0.000039,-0.119101,0.592675,-0.000335,-0.969725,0.001369,-0.000225,-0.056461,0.605762,0.060093,-0.655994,-0.150376,0.401545,0.401545,-0.395455,-0.395455,0.361425,0.374037,-0.408380,-0.421242,0.234832,-0.234832,0.234832,-0.234832,0.239225,-0.236829,0.241666,-0.233346,0.563599,0.239999
1.262000,0.000056,-0.258778,0.593700,-0.000315,-1.000000,0.000000,-1.571111,0.000000,0.000036,-0.128913,0.592689,-0.000321,-0.989221,0.001351,0.000389,-0.063153,0.604166,0.074261,-0.684537,-0.141636,0.401545,0.401545,-0.395455,-0.395455,0.356523,0.375851,-0.407379,-0.426119,0.234832,-0.234832,0.234832,-0.234832,0.239172,-0.235974,0.242100,-0.233345,0.579086,0.247386
