time,Prx,Pry,Prz,Vrx,Vry,Vrz,Yawr,vYawr,Pbx,Pby,Pbz,Vbx,Vby,Vbz,Pf0rx,Pf1rx,Pf2rx,Pf3rx,Pf0cx,Pf1cx,Pf2cx,Pf3cx,ux,uy
1.806000,1.605999,0.000206,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.927435,0.001271,0.579605,1.996164,-0.000156,-0.010178,0.487672,0.487672,-0.481583,-0.481583,0.426511,0.427506,-0.546559,-0.547111,0.365682,0.160082
1.816000,1.625999,0.000209,0.593700,1.999998,0.000256,0.000000,0.000128,0.000000,0.947423,0.001266,0.579442,1.998101,-0.000956,-0.011285,0.485656,0.485656,-0.479567,-0.479567,0.424441,0.425474,-0.545778,-0.546253,0.363950,0.160188
1.826000,1.645999,0.000211,0.593700,1.999999,0.000256,0.000000,0.000128,0.000000,0.967460,0.001275,0.579458,2.002378,0.000444,0.009983,0.483642,0.483642,-0.477553,-0.477553,0.422315,0.423352,-0.545010,-0.545250,0.362155,0.160160
1.836000,1.665999,0.000214,0.593700,1.999997,0.000257,0.000000,0.000128,0.000000,0.987443,0.001282,0.579318,1.999001,0.000446,-0.012195,0.481654,0.481654,-0.475564,-0.475564,0.420154,0.421164,-0.544076,-0.544139,0.360485,0.160191
1.846000,1.685999,0.000216,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,1.007417,0.001284,0.579490,1.996413,-0.000136,0.001792,0.479696,0.479696,-0.473607,-0.473607,0.418065,0.419017,-0.543011,-0.542966,0.358436,0.160129
1.856000,1.705999,0.000219,0.593700,1.999998,0.000256,0.000000,0.000128,0.000000,1.027397,0.001272,0.579390,1.997592,-0.000359,-0.000275,0.477770,0.477770,-0.471681,-0.471681,0.415937,0.416940,-0.541912,-0.541765,0.356609,0.160221
1.866000,1.725999,0.000221,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,1.047448,0.001281,0.579430,2.001181,0.000825,0.002537,0.475875,0.475875,-0.469785,-0.469785,0.413899,0.414908,-0.540981,-0.540500,0.354725,0.160190
1.876000,1.745999,0.000224,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,1.067411,0.001280,0.579490,1.996168,-0.000548,-0.008144,0.474010,0.474010,-0.467920,-0.467920,0.411933,0.412900,-0.539888,-0.539196,0.353052,0.160175
1.886000,1.765999,0.000226,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,1.087372,0.001282,0.579473,1.996124,0.000398,0.004473,0.472174,0.472174,-0.466085,-0.466085,0.409975,0.410871,-0.538704,-0.537852,0.351230,0.160204
1.896000,1.785999,0.000229,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,1.107348,0.001287,0.579585,1.996447,0.000434,0.015502,0.470368,0.470368,-0.464279,-0.464279,0.408039,0.408851,-0.537518,-0.536434,0.349409,0.160139
1.906000,1.805999,0.000232,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,1.127288,0.001285,0.579761,1.993611,0.000276,0.000626,0.468591,0.468591,-0.462502,-0.462502,0.406229,0.406937,-0.536192,-0.535001,0.347622,0.160108
1.916000,1.825999,0.000234,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,1.147231,0.001285,0.579820,1.994785,0.000187,0.000267,0.466843,0.466843,-0.460753,-0.460753,0.404404,0.405007,-0.534754,-0.533530,0.345903,0.160082
1.928000,1.849999,0.000237,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,1.171164,0.001288,0.579985,1.994380,0.000404,0.016333,0.464781,0.464781,-0.458692,-0.458692,0.402326,0.402797,-0.533014,-0.531799,0.343812,0.160027
1.938000,1.869999,0.000240,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,1.191126,0.001283,0.580077,1.996073,-0.000494,0.016500,0.463094,0.463094,-0.457004,-0.457004,0.400638,0.400993,-0.531545,-0.530365,0.342153,0.159993
1.948000,1.889999,0.000242,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,1.211098,0.001287,0.580110,1.997458,0.000276,0.004936,0.461433,0.461433,-0.455343,-0.455343,0.398942,0.399203,-0.530019,-0.528900,0.340547,0.160004
